original_path,proposed_path,collision,action
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028014/american-windsor-hoop-back-armchair-028014-7-thcdd8.jpg,assets\images\inventory\028014\american-windsor-hoop-back-armchair-028014-7-thcdd8.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028014/american-windsor-hoop-back-armchair-028014-8-lg3a4d.jpg,assets\images\inventory\028014\american-windsor-hoop-back-armchair-028014-8-lg3a4d.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028014/american-windsor-hoop-back-armchair-028014-8-lg8d26.jpg,assets\images\inventory\028014\american-windsor-hoop-back-armchair-028014-8-lg8d26.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028014/american-windsor-hoop-back-armchair-028014-8-lga2ad.jpg,assets\images\inventory\028014\american-windsor-hoop-back-armchair-028014-8-lga2ad.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028014/american-windsor-hoop-back-armchair-028014-8-lgc5fb.jpg,assets\images\inventory\028014\american-windsor-hoop-back-armchair-028014-8-lgc5fb.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028014/american-windsor-hoop-back-armchair-028014-8-lge9de.jpg,assets\images\inventory\028014\american-windsor-hoop-back-armchair-028014-8-lge9de.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028014/american-windsor-hoop-back-armchair-028014-8-thcdd8.jpg,assets\images\inventory\028014\american-windsor-hoop-back-armchair-028014-8-thcdd8.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028014/american-windsor-hoop-back-armchair-028014-9-lg3a4d.jpg,assets\images\inventory\028014\american-windsor-hoop-back-armchair-028014-9-lg3a4d.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028014/american-windsor-hoop-back-armchair-028014-9-lg8d26.jpg,assets\images\inventory\028014\american-windsor-hoop-back-armchair-028014-9-lg8d26.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028014/american-windsor-hoop-back-armchair-028014-9-lga2ad.jpg,assets\images\inventory\028014\american-windsor-hoop-back-armchair-028014-9-lga2ad.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028014/american-windsor-hoop-back-armchair-028014-9-lgc5fb.jpg,assets\images\inventory\028014\american-windsor-hoop-back-armchair-028014-9-lgc5fb.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028014/american-windsor-hoop-back-armchair-028014-9-lge9de.jpg,assets\images\inventory\028014\american-windsor-hoop-back-armchair-028014-9-lge9de.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028014/american-windsor-hoop-back-armchair-028014-9-thcdd8.jpg,assets\images\inventory\028014\american-windsor-hoop-back-armchair-028014-9-thcdd8.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028015/art-deco-man-and-woman-embracing-028015-1-sm.jpg,assets\images\inventory\028015\art-deco-man-and-woman-embracing-028015-1-sm.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028018/accessories_urn_vase_English_Victorian_028018-01-v1.jpg,assets\images\inventory\028018\accessories_urn_vase_English_Victorian_028018-01-v1.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028019/french-victorian-gitl-candelabra-with-a-japanese-vase-028019-1-med.jpg,assets\images\inventory\028019\french-victorian-gitl-candelabra-with-a-japanese-vase-028019-1-med.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028020/english-victorian-moore-porcelain-2-arm-candleabra-028020-1-med.jpg,assets\images\inventory\028020\english-victorian-moore-porcelain-2-arm-candleabra-028020-1-med.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028021/accessories_urn_vase_English_Victorian_028021-01-v1.jpg,assets\images\inventory\028021\accessories_urn_vase_English_Victorian_028021-01-v1.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028022/faux-bamboo-needlepoint-stool-2-028022-1-lg3a4d.jpg,assets\images\inventory\028022\faux-bamboo-needlepoint-stool-2-028022-1-lg3a4d.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028022/faux-bamboo-needlepoint-stool-2-028022-1-lg8d26.jpg,assets\images\inventory\028022\faux-bamboo-needlepoint-stool-2-028022-1-lg8d26.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028022/faux-bamboo-needlepoint-stool-2-028022-1-lga2ad.jpg,assets\images\inventory\028022\faux-bamboo-needlepoint-stool-2-028022-1-lga2ad.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028022/faux-bamboo-needlepoint-stool-2-028022-1-lgc5fb.jpg,assets\images\inventory\028022\faux-bamboo-needlepoint-stool-2-028022-1-lgc5fb.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028022/faux-bamboo-needlepoint-stool-2-028022-1-lge9de.jpg,assets\images\inventory\028022\faux-bamboo-needlepoint-stool-2-028022-1-lge9de.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028022/faux-bamboo-needlepoint-stool-2-028022-1-med.jpg,assets\images\inventory\028022\faux-bamboo-needlepoint-stool-2-028022-1-med.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028022/faux-bamboo-needlepoint-stool-2-028022-1-thcdd8.jpg,assets\images\inventory\028022\faux-bamboo-needlepoint-stool-2-028022-1-thcdd8.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028022/faux-bamboo-needlepoint-stool-2-028022-2-lg3a4d.jpg,assets\images\inventory\028022\faux-bamboo-needlepoint-stool-2-028022-2-lg3a4d.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028022/faux-bamboo-needlepoint-stool-2-028022-2-lg8d26.jpg,assets\images\inventory\028022\faux-bamboo-needlepoint-stool-2-028022-2-lg8d26.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028022/faux-bamboo-needlepoint-stool-2-028022-2-lga2ad.jpg,assets\images\inventory\028022\faux-bamboo-needlepoint-stool-2-028022-2-lga2ad.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028022/faux-bamboo-needlepoint-stool-2-028022-2-lgc5fb.jpg,assets\images\inventory\028022\faux-bamboo-needlepoint-stool-2-028022-2-lgc5fb.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028022/faux-bamboo-needlepoint-stool-2-028022-2-lge9de.jpg,assets\images\inventory\028022\faux-bamboo-needlepoint-stool-2-028022-2-lge9de.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028022/faux-bamboo-needlepoint-stool-2-028022-2-thcdd8.jpg,assets\images\inventory\028022\faux-bamboo-needlepoint-stool-2-028022-2-thcdd8.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028022/faux-bamboo-needlepoint-stool-2-028022-3-lg3a4d.jpg,assets\images\inventory\028022\faux-bamboo-needlepoint-stool-2-028022-3-lg3a4d.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028022/faux-bamboo-needlepoint-stool-2-028022-3-lg8d26.jpg,assets\images\inventory\028022\faux-bamboo-needlepoint-stool-2-028022-3-lg8d26.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028022/faux-bamboo-needlepoint-stool-2-028022-3-lga2ad.jpg,assets\images\inventory\028022\faux-bamboo-needlepoint-stool-2-028022-3-lga2ad.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028022/faux-bamboo-needlepoint-stool-2-028022-3-lgc5fb.jpg,assets\images\inventory\028022\faux-bamboo-needlepoint-stool-2-028022-3-lgc5fb.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028022/faux-bamboo-needlepoint-stool-2-028022-3-lge9de.jpg,assets\images\inventory\028022\faux-bamboo-needlepoint-stool-2-028022-3-lge9de.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028022/faux-bamboo-needlepoint-stool-2-028022-3-thcdd8.jpg,assets\images\inventory\028022\faux-bamboo-needlepoint-stool-2-028022-3-thcdd8.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028022/faux-bamboo-needlepoint-stool-2-028022-4-lg3a4d.jpg,assets\images\inventory\028022\faux-bamboo-needlepoint-stool-2-028022-4-lg3a4d.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028022/faux-bamboo-needlepoint-stool-2-028022-4-lg8d26.jpg,assets\images\inventory\028022\faux-bamboo-needlepoint-stool-2-028022-4-lg8d26.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028022/faux-bamboo-needlepoint-stool-2-028022-4-lga2ad.jpg,assets\images\inventory\028022\faux-bamboo-needlepoint-stool-2-028022-4-lga2ad.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028022/faux-bamboo-needlepoint-stool-2-028022-4-lgc5fb.jpg,assets\images\inventory\028022\faux-bamboo-needlepoint-stool-2-028022-4-lgc5fb.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028022/faux-bamboo-needlepoint-stool-2-028022-4-lge9de.jpg,assets\images\inventory\028022\faux-bamboo-needlepoint-stool-2-028022-4-lge9de.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028022/faux-bamboo-needlepoint-stool-2-028022-4-thcdd8.jpg,assets\images\inventory\028022\faux-bamboo-needlepoint-stool-2-028022-4-thcdd8.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028022/faux-bamboo-needlepoint-stool-2-028022-5-lg3a4d.jpg,assets\images\inventory\028022\faux-bamboo-needlepoint-stool-2-028022-5-lg3a4d.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028022/faux-bamboo-needlepoint-stool-2-028022-5-lg8d26.jpg,assets\images\inventory\028022\faux-bamboo-needlepoint-stool-2-028022-5-lg8d26.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028022/faux-bamboo-needlepoint-stool-2-028022-5-lga2ad.jpg,assets\images\inventory\028022\faux-bamboo-needlepoint-stool-2-028022-5-lga2ad.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028022/faux-bamboo-needlepoint-stool-2-028022-5-lgc5fb.jpg,assets\images\inventory\028022\faux-bamboo-needlepoint-stool-2-028022-5-lgc5fb.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028022/faux-bamboo-needlepoint-stool-2-028022-5-lge9de.jpg,assets\images\inventory\028022\faux-bamboo-needlepoint-stool-2-028022-5-lge9de.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028022/faux-bamboo-needlepoint-stool-2-028022-5-thcdd8.jpg,assets\images\inventory\028022\faux-bamboo-needlepoint-stool-2-028022-5-thcdd8.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028022/faux-bamboo-needlepoint-stool-2-028022-6-lg3a4d.jpg,assets\images\inventory\028022\faux-bamboo-needlepoint-stool-2-028022-6-lg3a4d.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028022/faux-bamboo-needlepoint-stool-2-028022-6-lg8d26.jpg,assets\images\inventory\028022\faux-bamboo-needlepoint-stool-2-028022-6-lg8d26.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028022/faux-bamboo-needlepoint-stool-2-028022-6-lga2ad.jpg,assets\images\inventory\028022\faux-bamboo-needlepoint-stool-2-028022-6-lga2ad.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028022/faux-bamboo-needlepoint-stool-2-028022-6-lgc5fb.jpg,assets\images\inventory\028022\faux-bamboo-needlepoint-stool-2-028022-6-lgc5fb.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028022/faux-bamboo-needlepoint-stool-2-028022-6-lge9de.jpg,assets\images\inventory\028022\faux-bamboo-needlepoint-stool-2-028022-6-lge9de.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028022/faux-bamboo-needlepoint-stool-2-028022-6-thcdd8.jpg,assets\images\inventory\028022\faux-bamboo-needlepoint-stool-2-028022-6-thcdd8.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028023/art-nouveau-glazed-earthenware-vase-signed-galle-028023-1-med.jpg,assets\images\inventory\028023\art-nouveau-glazed-earthenware-vase-signed-galle-028023-1-med.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028025/art-nouveau-floor-standing-candlestick-028025-1-med.jpg,assets\images\inventory\028025\art-nouveau-floor-standing-candlestick-028025-1-med.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028031/mid-centur-gilt-metal-sunburst-with wheat-and-spoke-design-028031-1-med.jpg,assets\images\inventory\028031\mid-centur-gilt-metal-sunburst-with wheat-and-spoke-design-028031-1-med.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028035/english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-1-lg3a4d.jpg,assets\images\inventory\028035\english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-1-lg3a4d.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028035/english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-1-lg8d26.jpg,assets\images\inventory\028035\english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-1-lg8d26.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028035/english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-1-lga2ad.jpg,assets\images\inventory\028035\english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-1-lga2ad.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028035/english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-1-lgc5fb.jpg,assets\images\inventory\028035\english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-1-lgc5fb.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028035/english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-1-lge9de.jpg,assets\images\inventory\028035\english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-1-lge9de.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028035/english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-1-med.jpg,assets\images\inventory\028035\english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-1-med.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028035/english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-1-thcdd8.jpg,assets\images\inventory\028035\english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-1-thcdd8.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028035/english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-2-lg3a4d.jpg,assets\images\inventory\028035\english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-2-lg3a4d.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028035/english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-2-lg8d26.jpg,assets\images\inventory\028035\english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-2-lg8d26.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028035/english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-2-lga2ad.jpg,assets\images\inventory\028035\english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-2-lga2ad.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028035/english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-2-lgc5fb.jpg,assets\images\inventory\028035\english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-2-lgc5fb.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028035/english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-2-lge9de.jpg,assets\images\inventory\028035\english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-2-lge9de.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028035/english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-2-thcdd8.jpg,assets\images\inventory\028035\english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-2-thcdd8.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028035/english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-3-lg3a4d.jpg,assets\images\inventory\028035\english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-3-lg3a4d.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028035/english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-3-lg8d26.jpg,assets\images\inventory\028035\english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-3-lg8d26.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028035/english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-3-lga2ad.jpg,assets\images\inventory\028035\english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-3-lga2ad.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028035/english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-3-lgc5fb.jpg,assets\images\inventory\028035\english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-3-lgc5fb.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028035/english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-3-lge9de.jpg,assets\images\inventory\028035\english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-3-lge9de.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028035/english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-3-thcdd8.jpg,assets\images\inventory\028035\english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-3-thcdd8.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028035/english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-4-lg3a4d.jpg,assets\images\inventory\028035\english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-4-lg3a4d.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028035/english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-4-lg8d26.jpg,assets\images\inventory\028035\english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-4-lg8d26.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028035/english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-4-lga2ad.jpg,assets\images\inventory\028035\english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-4-lga2ad.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028035/english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-4-lgc5fb.jpg,assets\images\inventory\028035\english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-4-lgc5fb.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028035/english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-4-lge9de.jpg,assets\images\inventory\028035\english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-4-lge9de.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/028035/english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-4-thcdd8.jpg,assets\images\inventory\028035\english-regency-black-lacquered-chinoiserie-decorated-side-chair-028035-4-thcdd8.jpg,No,Move
